year,state,producer type,energy source,CO2 (MT),SO2 (MT),NOx (MT),consumption,generation (mwh)
2002,DE,Total Electric Power Industry,Coal,3692706.0,27565.0,6994.0,1569363,3463565.0
2002,DE,Total Electric Power Industry,Natural Gas,1084720.0,1.0,656.0,18040671,1442883.0
2002,DE,Total Electric Power Industry,Other Gases,0.0,1.0,1179.0,1724,146346.0
2002,DE,Total Electric Power Industry,Other Biomass,0.0,0.0,30.0,,
2002,DE,Total Electric Power Industry,Petroleum,1292466.0,3561.0,2613.0,1655564,949695.0
2002,FL,Total Electric Power Industry,Total,125433579.0,459098.0,268447.0,,203352775.0
2002,FL,Total Electric Power Industry,Coal,65063898.0,259737.0,148210.0,28117345,65926393.0
2002,FL,Total Electric Power Industry,Natural Gas,29622462.0,133.0,39251.0,532558115,63164035.0
2002,FL,Total Electric Power Industry,Other Gases,807.0,23.0,4070.0,329,13079.0
2002,FL,Total Electric Power Industry,Other Biomass,0.0,97.0,2528.0,,2186889.0
2002,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,12768.0,5271.0,,1552891.0
2002,FL,Total Electric Power Industry,Other,2585481.0,937.0,8912.0,,2939793.0
2002,FL,Total Electric Power Industry,Petroleum,28160931.0,185405.0,60208.0,55001712,33681351.0
2002,GA,Total Electric Power Industry,Total,82683116.0,563164.0,159111.0,,126512215.0
2002,GA,Total Electric Power Industry,Coal,76201016.0,495135.0,137708.0,33308522,78828124.0
2002,GA,Total Electric Power Industry,Natural Gas,3818470.0,15.0,5718.0,62827717,6889150.0
2002,GA,Total Electric Power Industry,Other Biomass,0.0,40.0,681.0,,162457.0
2002,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,31376.0,10360.0,,6218978.0
2002,GA,Total Electric Power Industry,Other,158613.0,273.0,73.0,,33652.0
2002,GA,Total Electric Power Industry,Petroleum,2505017.0,36322.0,4571.0,2169551,1204565.0
2002,HI,Total Electric Power Industry,Total,9347007.0,22535.0,32157.0,,11663070.0
2002,HI,Total Electric Power Industry,Coal,1622859.0,1954.0,2620.0,706734,1545797.0
2002,HI,Total Electric Power Industry,Geothermal,1869.0,0.0,0.0,,72761.0
2002,HI,Total Electric Power Industry,Other Gases,0.0,0.0,24.0,325,40816.0
2002,HI,Total Electric Power Industry,Other Biomass,0.0,56.0,534.0,,296543.0
2002,HI,Total Electric Power Industry,Other,185066.0,30.0,851.0,,143481.0
2002,HI,Total Electric Power Industry,Petroleum,7537213.0,20495.0,28127.0,15661770,9466990.0
2002,IA,Total Electric Power Industry,Total,41583207.0,135085.0,80321.0,,42528384.0
2002,IA,Total Electric Power Industry,Coal,40560263.0,134082.0,76492.0,22085057,35372058.0
2002,IA,Total Electric Power Industry,Natural Gas,940017.0,2.0,1934.0,9159978,554719.0
2002,IA,Total Electric Power Industry,Other Biomass,0.0,9.0,1273.0,,98242.0
2002,IA,Total Electric Power Industry,Other,751.0,35.0,85.0,,234.0
2002,IA,Total Electric Power Industry,Petroleum,82176.0,956.0,536.0,146122,63864.0
2002,ID,Total Electric Power Industry,Total,773354.0,5675.0,3453.0,,9786933.0
2002,ID,Total Electric Power Industry,Coal,464808.0,2827.0,2031.0,88518,90673.0
2002,ID,Total Electric Power Industry,Natural Gas,308493.0,1.0,593.0,4838178,328988.0
2002,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,2845.0,799.0,,508303.0
2002,ID,Total Electric Power Industry,Other,0.0,0.0,29.0,,89583.0
2002,ID,Total Electric Power Industry,Petroleum,53.0,1.0,1.0,125,65.0
2002,IL,Total Electric Power Industry,Total,97104215.0,369429.0,178999.0,,188054449.0
2002,IL,Total Electric Power Industry,Coal,91449201.0,367410.0,163893.0,50059091,86685347.0
2002,IL,Total Electric Power Industry,Natural Gas,5311845.0,24.0,8657.0,90226278,9078735.0
2002,IL,Total Electric Power Industry,Other Gases,0.0,0.0,170.0,1027,232850.0
2002,IL,Total Electric Power Industry,Other Biomass,0.0,3.0,5630.0,,723508.0
2002,IL,Total Electric Power Industry,Other,130290.0,1148.0,289.0,,122396.0
2002,IL,Total Electric Power Industry,Petroleum,212879.0,843.0,357.0,453390,222683.0
2002,IN,Total Electric Power Industry,Total,116776648.0,718538.0,269120.0,,125608140.0
2002,IN,Total Electric Power Industry,Coal,113280298.0,715333.0,254983.0,57719122,117659700.0
2002,IN,Total Electric Power Industry,Natural Gas,2354021.0,10.0,4473.0,37677560,3782451.0
2002,IN,Total Electric Power Industry,Other Gases,0.0,133.0,6719.0,33457,3005998.0
2002,IN,Total Electric Power Industry,Other Biomass,0.0,0.0,1000.0,,115946.0
2002,IN,Total Electric Power Industry,Other,297351.0,574.0,1507.0,,15642.0
2002,IN,Total Electric Power Industry,Petroleum,844978.0,2484.0,437.0,1111835,617132.0
2002,KS,Total Electric Power Industry,Total,39217537.0,117733.0,88534.0,,47188446.0
2002,KS,Total Electric Power Industry,Coal,37601166.0,112798.0,82569.0,22659637,35369189.0
2002,KS,Total Electric Power Industry,Natural Gas,1154592.0,3.0,4617.0,21554182,1789052.0
2002,KS,Total Electric Power Industry,Petroleum,461779.0,4930.0,1343.0,923386,509078.0
2002,KY,Total Electric Power Industry,Total,88104176.0,446808.0,182982.0,,92106668.0
2002,KY,Total Electric Power Industry,Coal,83063944.0,428105.0,168150.0,38604897,83274246.0
2002,KY,Total Electric Power Industry,Natural Gas,960673.0,9.0,2484.0,14663449,1373710.0
2002,KY,Total Electric Power Industry,Other Gases,0.0,0.0,1.0,,
2002,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,3137.0,965.0,,365465.0
2002,KY,Total Electric Power Industry,Other,0.0,25.0,131.0,,
2002,KY,Total Electric Power Industry,Petroleum,4079559.0,15531.0,11252.0,7249034,3068498.0
2002,LA,Total Electric Power Industry,Total,55435493.0,171221.0,110276.0,,94970964.0
2002,LA,Total Electric Power Industry,Coal,22531813.0,88830.0,38742.0,14631917,22050906.0
2002,LA,Total Electric Power Industry,Natural Gas,30676869.0,165.0,51878.0,466935905,47900848.0
2002,LA,Total Electric Power Industry,Other Gases,0.0,17.0,2153.0,18495,1497624.0
2002,LA,Total Electric Power Industry,Other Biomass,0.0,3.0,45.0,,61580.0
2002,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,19128.0,10037.0,,2748900.0
2002,LA,Total Electric Power Industry,Other,163714.0,2156.0,292.0,,649801.0
2002,LA,Total Electric Power Industry,Petroleum,2063097.0,60923.0,7126.0,3331588,1864536.0
2002,MA,Total Electric Power Industry,Total,25314050.0,84832.0,38713.0,,42027818.0
2002,MA,Total Electric Power Industry,Coal,10831678.0,53078.0,17293.0,4612632,11502861.0
2002,MA,Total Electric Power Industry,Natural Gas,7496005.0,27.0,6892.0,130970484,15868975.0
2002,MA,Total Electric Power Industry,Other Biomass,0.0,0.0,1074.0,,1165455.0
2002,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,24.0,104.0,,106687.0
2002,MA,Total Electric Power Industry,Other,1226479.0,245.0,5253.0,,782504.0
2002,MA,Total Electric Power Industry,Petroleum,5759888.0,31455.0,8091.0,11164504,6800295.0
2002,MD,Total Electric Power Industry,Total,31515622.0,250810.0,72940.0,,48279088.0
2002,MD,Total Electric Power Industry,Coal,27551427.0,240778.0,61605.0,11364983,28712053.0
2002,MD,Total Electric Power Industry,Natural Gas,1366855.0,4.0,2864.0,22627073,2214431.0
2002,MD,Total Electric Power Industry,Other Gases,0.0,35.0,891.0,9278,504513.0
2002,MD,Total Electric Power Industry,Other Biomass,0.0,0.0,57.0,,338727.0
2002,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,2105.0,825.0,,182904.0
2002,MD,Total Electric Power Industry,Other,593111.0,58.0,1681.0,,255034.0
2002,MD,Total Electric Power Industry,Petroleum,2004229.0,7834.0,5017.0,4108104,2282432.0
2002,ME,Total Electric Power Industry,Total,10220074.0,21881.0,11615.0,,22535033.0
2002,ME,Total Electric Power Industry,Coal,1383730.0,1013.0,722.0,259736,603938.0
2002,ME,Total Electric Power Industry,Natural Gas,6203036.0,21.0,617.0,97411347,13503963.0
2002,ME,Total Electric Power Industry,Other Gases,67.0,0.0,0.0,1,48.0
2002,ME,Total Electric Power Industry,Other Biomass,0.0,183.0,268.0,,319773.0
2002,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,9532.0,6346.0,,3723759.0
2002,ME,Total Electric Power Industry,Other,631633.0,672.0,1495.0,,386219.0
2002,ME,Total Electric Power Industry,Petroleum,2001608.0,10457.0,2168.0,1988459,1229485.0
2002,MI,Total Electric Power Industry,Total,75225298.0,356989.0,152049.0,,117889087.0
2002,MI,Total Electric Power Industry,Coal,65257516.0,325380.0,122399.0,33758761,66699508.0
2002,MI,Total Electric Power Industry,Natural Gas,8305783.0,32.0,15662.0,137521105,15853418.0
2002,MI,Total Electric Power Industry,Other Gases,0.0,1.0,65.0,200,10108.0
2002,MI,Total Electric Power Industry,Other Biomass,0.0,30.0,4225.0,,745124.0
2002,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,4181.0,2416.0,,1474552.0
2002,MI,Total Electric Power Industry,Other,583704.0,3823.0,3895.0,,281417.0
2002,MI,Total Electric Power Industry,Petroleum,1078295.0,23539.0,3386.0,2155344,1103485.0
2002,MN,Total Electric Power Industry,Total,37929001.0,100742.0,88849.0,,52777965.0
2002,MN,Total Electric Power Industry,Coal,35606575.0,83257.0,80300.0,20251422,33920209.0
2002,MN,Total Electric Power Industry,Natural Gas,1164252.0,3.0,1732.0,15054321,1591953.0
2002,MN,Total Electric Power Industry,Other Biomass,0.0,55.0,639.0,,503456.0
2002,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,3649.0,1553.0,,377392.0
2002,MN,Total Electric Power Industry,Other,498028.0,98.0,2361.0,,332418.0
2002,MN,Total Electric Power Industry,Petroleum,660146.0,13676.0,2264.0,1177370,652790.0
2002,MO,Total Electric Power Industry,Total,70929592.0,235847.0,129920.0,,81162198.0
2002,MO,Total Electric Power Industry,Coal,68700942.0,224419.0,127063.0,39853148,67434967.0
2002,MO,Total Electric Power Industry,Natural Gas,1642371.0,11.0,1686.0,30283151,3543938.0
2002,MO,Total Electric Power Industry,Other Biomass,0.0,0.0,30.0,,8560.0
2002,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,0.0,1.0,,143.0
2002,MO,Total Electric Power Industry,Other,53013.0,495.0,151.0,,57642.0
2002,MO,Total Electric Power Industry,Petroleum,533266.0,10919.0,988.0,988588,529395.0
2002,MS,Total Electric Power Industry,Total,23537846.0,72235.0,46517.0,,42888812.0
2002,MS,Total Electric Power Industry,Coal,14158929.0,59933.0,25951.0,7868977,14853143.0
2002,MS,Total Electric Power Industry,Natural Gas,9343422.0,37.0,16144.0,163711742,16971397.0
2002,MS,Total Electric Power Industry,Other Gases,0.0,0.0,106.0,235,37916.0
2002,MS,Total Electric Power Industry,Other Biomass,0.0,2.0,22.0,,2.0
2002,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,11353.0,4121.0,,936593.0
2002,MS,Total Electric Power Industry,Other,0.0,54.0,8.0,,0.0
2002,MS,Total Electric Power Industry,Petroleum,35495.0,851.0,169.0,68024,30302.0
2002,MT,Total Electric Power Industry,Total,16835092.0,22339.0,33646.0,,25473705.0
2002,MT,Total Electric Power Industry,Coal,16016427.0,17960.0,31294.0,9746411,15337829.0
2002,MT,Total Electric Power Industry,Natural Gas,68624.0,0.0,112.0,244602,16678.0
2002,MT,Total Electric Power Industry,Other Gases,3934.0,0.0,512.0,248,19160.0
2002,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,1513.0,692.0,,63470.0
2002,MT,Total Electric Power Industry,Petroleum,746107.0,2866.0,1036.0,1057987,469659.0
2002,NC,Total Electric Power Industry,Total,73406106.0,449851.0,151747.0,,124468030.0
2002,NC,Total Electric Power Industry,Coal,70512977.0,437194.0,144080.0,29789471,75187741.0
2002,NC,Total Electric Power Industry,Natural Gas,1750226.0,7.0,1550.0,31994853,3560871.0
2002,NC,Total Electric Power Industry,Other Biomass,0.0,3.0,147.0,,103451.0
2002,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,8438.0,3207.0,,1682804.0
2002,NC,Total Electric Power Industry,Other,61823.0,945.0,534.0,,196202.0
2002,NC,Total Electric Power Industry,Petroleum,1081080.0,3264.0,2230.0,1261515,592026.0
2002,ND,Total Electric Power Industry,Total,32444366.0,128561.0,70405.0,,31306312.0
2002,ND,Total Electric Power Industry,Coal,32374243.0,128365.0,69322.0,25415842,29611524.0
2002,ND,Total Electric Power Industry,Natural Gas,26688.0,0.0,67.0,115688,8042.0
2002,ND,Total Electric Power Industry,Other Gases,0.0,1.0,262.0,745,55144.0
2002,ND,Total Electric Power Industry,Other Biomass,0.0,47.0,704.0,,410.0
2002,ND,Total Electric Power Industry,Petroleum,43435.0,148.0,51.0,74134,38576.0
2002,NE,Total Electric Power Industry,Total,20802008.0,62260.0,44491.0,,31618494.0
2002,NE,Total Electric Power Industry,Coal,20519803.0,61807.0,43348.0,12242960,19943907.0
2002,NE,Total Electric Power Industry,Natural Gas,262114.0,0.0,694.0,4994043,413138.0
2002,NE,Total Electric Power Industry,Other Gases,49.0,0.0,0.0,1,101.0
2002,NE,Total Electric Power Industry,Other Biomass,0.0,0.0,280.0,,12993.0
2002,NE,Total Electric Power Industry,Petroleum,20042.0,453.0,171.0,45684,20549.0
2002,NH,Total Electric Power Industry,Total,4604127.0,40512.0,9362.0,,15953078.0
2002,NH,Total Electric Power Industry,Coal,3705992.0,35012.0,5127.0,1526613,3722386.0
2002,NH,Total Electric Power Industry,Natural Gas,128333.0,0.0,316.0,2024355,220369.0
2002,NH,Total Electric Power Industry,Other Biomass,0.0,1.0,983.0,,165187.0
2002,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,157.0,962.0,,699767.0
2002,NH,Total Electric Power Industry,Other,104711.0,68.0,450.0,,60103.0
2002,NH,Total Electric Power Industry,Petroleum,665091.0,5270.0,1524.0,1299004,649709.0
2002,NJ,Total Electric Power Industry,Total,22152669.0,46429.0,39338.0,,61569387.0
2002,NJ,Total Electric Power Industry,Coal,9755114.0,44321.0,23565.0,3958259,9605054.0
2002,NJ,Total Electric Power Industry,Natural Gas,10688560.0,21.0,9500.0,171936836,19069358.0
2002,NJ,Total Electric Power Industry,Other Gases,0.0,1.0,251.0,5778,90483.0
2002,NJ,Total Electric Power Industry,Other Biomass,0.0,3.0,1560.0,,847199.0
2002,NJ,Total Electric Power Industry,Other,886866.0,90.0,3242.0,,494755.0
2002,NJ,Total Electric Power Industry,Petroleum,822129.0,1994.0,1220.0,1691669,730633.0
2002,NM,Total Electric Power Industry,Total,29628029.0,46267.0,72276.0,,30661707.0
2002,NM,Total Electric Power Industry,Coal,27421172.0,46250.0,68373.0,15197035,26902880.0
2002,NM,Total Electric Power Industry,Natural Gas,2182681.0,9.0,3597.0,37050802,3441739.0
2002,NM,Total Electric Power Industry,Other Biomass,0.0,0.0,267.0,,19408.0
2002,NM,Total Electric Power Industry,Petroleum,24176.0,8.0,40.0,58510,33089.0
2002,NV,Total Electric Power Industry,Total,21284230.0,44673.0,43091.0,,32088935.0
2002,NV,Total Electric Power Industry,Coal,15297407.0,44631.0,35240.0,7885175,16413025.0
2002,NV,Total Electric Power Industry,Geothermal,28961.0,0.0,0.0,,1127283.0
2002,NV,Total Electric Power Industry,Natural Gas,5936317.0,19.0,7819.0,106473935,12210660.0
2002,NV,Total Electric Power Industry,Petroleum,21545.0,24.0,31.0,48953,25472.0
2002,NY,Total Electric Power Industry,Total,56261095.0,238769.0,91102.0,,139591688.0
2002,NY,Total Electric Power Industry,Coal,23764927.0,194050.0,45524.0,9283291,23239112.0
2002,NY,Total Electric Power Industry,Natural Gas,20819354.0,94.0,21536.0,359600795,38451192.0
2002,NY,Total Electric Power Industry,Other Biomass,0.0,2.0,2638.0,,1313824.0
2002,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,1147.0,601.0,,412218.0
2002,NY,Total Electric Power Industry,Other,1529194.0,208.0,5001.0,,815443.0
2002,NY,Total Electric Power Industry,Petroleum,10147620.0,43265.0,15804.0,20098649,11534110.0
2002,OH,Total Electric Power Industry,Total,124431792.0,1095719.0,347496.0,,147068850.0
2002,OH,Total Electric Power Industry,Coal,122749676.0,1082491.0,340371.0,56019235,132953066.0
2002,OH,Total Electric Power Industry,Natural Gas,1371013.0,5.0,1258.0,22499642,1766654.0
2002,OH,Total Electric Power Industry,Other Gases,0.0,29.0,660.0,1921,206565.0
2002,OH,Total Electric Power Industry,Other Biomass,0.0,57.0,377.0,,25244.0
2002,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,1743.0,1184.0,,126067.0
2002,OH,Total Electric Power Industry,Other,0.0,0.0,27.0,,248904.0
2002,OH,Total Electric Power Industry,Petroleum,311103.0,11391.0,3615.0,681448,389119.0
2002,OK,Total Electric Power Industry,Total,48873358.0,108959.0,86282.0,,59183419.0
2002,OK,Total Electric Power Industry,Coal,37458327.0,105227.0,60828.0,21603327,35964778.0
2002,OK,Total Electric Power Industry,Natural Gas,11249350.0,97.0,23845.0,199092733,21049039.0
2002,OK,Total Electric Power Industry,Other Gases,0.0,1.0,284.0,1998,70710.0
2002,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,2547.0,469.0,,239045.0
2002,OK,Total Electric Power Industry,Other,0.0,14.0,543.0,,
2002,OK,Total Electric Power Industry,Petroleum,165681.0,1071.0,313.0,88209,49871.0
2002,OR,Total Electric Power Industry,Total,7211682.0,14060.0,11394.0,,47099369.0
2002,OR,Total Electric Power Industry,Coal,3642295.0,11412.0,7681.0,2160534,3779684.0
2002,OR,Total Electric Power Industry,Natural Gas,3492964.0,21.0,2354.0,59530816,7812894.0
2002,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,2604.0,1053.0,,624086.0
2002,OR,Total Electric Power Industry,Other,67498.0,8.0,293.0,,38129.0
2002,OR,Total Electric Power Industry,Petroleum,8925.0,15.0,11.0,15652,6704.0
2002,PA,Total Electric Power Industry,Total,119989900.0,880392.0,223546.0,,204322878.0
2002,PA,Total Electric Power Industry,Coal,112239946.0,861156.0,202510.0,50331922,113906440.0
2002,PA,Total Electric Power Industry,Natural Gas,3590217.0,10.0,6131.0,52937526,6715537.0
2002,PA,Total Electric Power Industry,Other Gases,1775.0,23.0,965.0,5120,568725.0
2002,PA,Total Electric Power Industry,Other Biomass,0.0,11.0,1289.0,,1238437.0
2002,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,3138.0,1017.0,,766289.0
2002,PA,Total Electric Power Industry,Other,1174229.0,1123.0,5332.0,,694998.0
2002,PA,Total Electric Power Industry,Petroleum,2983733.0,14926.0,6309.0,5435052,2732945.0
2002,RI,Total Electric Power Industry,Total,3098409.0,871.0,2305.0,,7056765.0
2002,RI,Total Electric Power Industry,Natural Gas,2931412.0,15.0,609.0,54145045,6310417.0
2002,RI,Total Electric Power Industry,Other Biomass,0.0,1.0,1236.0,,97752.0
2002,RI,Total Electric Power Industry,Other,0.0,0.0,20.0,,587378.0
2002,RI,Total Electric Power Industry,Petroleum,166997.0,856.0,441.0,191789,57533.0
2002,SC,Total Electric Power Industry,Total,36957213.0,200619.0,83628.0,,96563498.0
2002,SC,Total Electric Power Industry,Coal,34381915.0,191106.0,77162.0,14627181,36947722.0
2002,SC,Total Electric Power Industry,Natural Gas,2084041.0,11.0,1329.0,37260857,4498319.0
2002,SC,Total Electric Power Industry,Other Gases,824.0,0.0,0.0,6,314.0
2002,SC,Total Electric Power Industry,Other Biomass,0.0,0.0,162.0,,15522.0
2002,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,6811.0,3599.0,,1228895.0
2002,SC,Total Electric Power Industry,Petroleum,490433.0,2688.0,1376.0,727061,300337.0
2002,SD,Total Electric Power Industry,Total,3452284.0,23555.0,24680.0,,7721958.0
2002,SD,Total Electric Power Industry,Coal,3378657.0,22918.0,24244.0,2050883,3271523.0
2002,SD,Total Electric Power Industry,Natural Gas,65839.0,0.0,76.0,1264773,85778.0
2002,SD,Total Electric Power Industry,Other Biomass,0.0,0.0,6.0,,
2002,SD,Total Electric Power Industry,Other,0.0,623.0,308.0,,
2002,SD,Total Electric Power Industry,Petroleum,7788.0,14.0,46.0,18099,4961.0
2002,TN,Total Electric Power Industry,Total,59803142.0,346532.0,153268.0,,96114262.0
2002,TN,Total Electric Power Industry,Coal,58993658.0,339435.0,146993.0,25292548,59705681.0
2002,TN,Total Electric Power Industry,Natural Gas,508963.0,1.0,1175.0,6717782,469573.0
2002,TN,Total Electric Power Industry,Other Gases,0.0,0.0,52.0,91,11873.0
2002,TN,Total Electric Power Industry,Other Biomass,0.0,213.0,648.0,,45268.0
2002,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,6293.0,3522.0,,750892.0
2002,TN,Total Electric Power Industry,Other,30005.0,11.0,2.0,,5550.0
2002,TN,Total Electric Power Industry,Petroleum,270516.0,581.0,878.0,487197,269613.0
2002,TX,Total Electric Power Industry,Total,258398088.0,643999.0,332612.0,,385628542.0
2002,TX,Total Electric Power Industry,Coal,146156794.0,555320.0,162584.0,97863730,141847240.0
2002,TX,Total Electric Power Industry,Natural Gas,109845875.0,492.0,131203.0,1713605029,196433410.0
2002,TX,Total Electric Power Industry,Other Gases,0.0,80.0,18106.0,31906,3052992.0
2002,TX,Total Electric Power Industry,Other Biomass,0.0,28.0,3103.0,,245687.0
2002,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,4828.0,2658.0,,1073462.0
2002,TX,Total Electric Power Industry,Other,47658.0,9.0,3257.0,,1957186.0
2002,TX,Total Electric Power Industry,Petroleum,2347761.0,83240.0,11698.0,4026013,1620965.0
2002,US,Total Electric Power Industry,Total,2423963090.0,10881432.0,5193632.0,,3858452254.0
2002,US,Total Electric Power Industry,Coal,1938612535.0,9785854.0,4056584.0,987583085,1933130354.0
2002,US,Total Electric Power Industry,Geothermal,372296.0,0.0,0.0,,14491310.0
2002,US,Total Electric Power Industry,Natural Gas,378950255.0,2006.0,625008.0,6126062391,691005745.0
2002,US,Total Electric Power Industry,Other Gases,9496.0,472.0,41744.0,131230,11462686.0
2002,US,Total Electric Power Industry,Other Biomass,0.0,2104.0,48526.0,,15043712.0
2002,US,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,295641.0,126769.0,,38665040.0
2002,US,Total Electric Power Industry,Other,14908495.0,22639.0,69973.0,,13526910.0
2002,US,Total Electric Power Industry,Petroleum,91110013.0,772642.0,225026.0,168596879,94567394.0
2002,UT,Total Electric Power Industry,Total,33811563.0,32021.0,73639.0,,36608003.0
2002,UT,Total Electric Power Industry,Coal,32868878.0,29800.0,65389.0,15650407,34487723.0
2002,UT,Total Electric Power Industry,Geothermal,5592.0,0.0,0.0,,217651.0
2002,UT,Total Electric Power Industry,Natural Gas,836141.0,3.0,2156.0,15573019,1380181.0
2002,UT,Total Electric Power Industry,Other,59325.0,2188.0,5745.0,,4927.0
2002,UT,Total Electric Power Industry,Petroleum,41627.0,29.0,352.0,95588,53519.0
2002,VA,Total Electric Power Industry,Total,47115442.0,292079.0,125109.0,,75005651.0
2002,VA,Total Electric Power Industry,Coal,40226168.0,253930.0,102348.0,15569369,38082381.0
2002,VA,Total Electric Power Industry,Natural Gas,2931100.0,7.0,3501.0,39629995,4386927.0
2002,VA,Total Electric Power Industry,Other Biomass,0.0,4.0,1198.0,,663350.0
2002,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,11772.0,4149.0,,1407922.0
2002,VA,Total Electric Power Industry,Other,883607.0,5252.0,8057.0,,446923.0
2002,VA,Total Electric Power Industry,Petroleum,3074567.0,21109.0,5856.0,5884159,3792604.0
2002,VT,Total Electric Power Industry,Total,15156.0,57.0,409.0,,5456190.0
2002,VT,Total Electric Power Industry,Natural Gas,1994.0,0.0,0.0,36874,3275.0
2002,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,38.0,333.0,,355599.0
2002,VT,Total Electric Power Industry,Petroleum,13162.0,19.0,76.0,30412,9406.0
2002,WA,Total Electric Power Industry,Total,12704050.0,25158.0,24311.0,,102765048.0
2002,WA,Total Electric Power Industry,Coal,9702072.0,17755.0,13994.0,6144783,8660805.0
2002,WA,Total Electric Power Industry,Natural Gas,2611180.0,20.0,5060.0,37733281,4719311.0
2002,WA,Total Electric Power Industry,Other Gases,0.0,1.0,422.0,2529,312638.0
2002,WA,Total Electric Power Industry,Other Biomass,0.0,206.0,1582.0,,181440.0
2002,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,5439.0,2416.0,,1126145.0
2002,WA,Total Electric Power Industry,Other,111300.0,12.0,435.0,,64219.0
2002,WA,Total Electric Power Industry,Petroleum,279498.0,1725.0,402.0,149502,73302.0
2002,WI,Total Electric Power Industry,Total,49603569.0,625318.0,349258.0,,58431438.0
2002,WI,Total Electric Power Industry,Coal,46944260.0,474275.0,239354.0,23901475,39807484.0
2002,WI,Total Electric Power Industry,Natural Gas,1555248.0,126.0,58870.0,22568070,2076314.0
2002,WI,Total Electric Power Industry,Other Biomass,0.0,943.0,3855.0,,324466.0
2002,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,97063.0,40637.0,,644947.0
2002,WI,Total Electric Power Industry,Other,165666.0,1013.0,445.0,,145540.0
2002,WI,Total Electric Power Industry,Petroleum,938395.0,51891.0,6099.0,888352,422677.0
2002,WV,Total Electric Power Industry,Total,87546412.0,478482.0,213279.0,,94761751.0
2002,WV,Total Electric Power Industry,Coal,86964707.0,477668.0,207245.0,38100051,92951316.0
2002,WV,Total Electric Power Industry,Natural Gas,354794.0,19.0,3237.0,3145239,241140.0
2002,WV,Total Electric Power Industry,Other Gases,0.0,97.0,2490.0,3557,174598.0
2002,WV,Total Electric Power Industry,Other Biomass,0.0,1.0,12.0,,5531.0
2002,WV,Total Electric Power Industry,Other,12960.0,157.0,68.0,,16769.0
2002,WV,Total Electric Power Industry,Petroleum,213951.0,541.0,231.0,470953,297587.0
2002,WY,Total Electric Power Industry,Total,45277347.0,109018.0,176958.0,,43783839.0
2002,WY,Total Electric Power Industry,Coal,44807626.0,92805.0,96013.0,26001210,41923161.0
2002,WY,Total Electric Power Industry,Natural Gas,428895.0,156.0,71829.0,7561834,713080.0
2002,WY,Total Electric Power Industry,Other,0.0,8.0,3888.0,,76549.0
2002,WY,Total Electric Power Industry,Petroleum,40826.0,16045.0,5228.0,80157,40104.0
2003,AK,Total Electric Power Industry,Total,3985504.0,4372.0,15686.0,,6338732.0
2003,AK,Total Electric Power Industry,Coal,1242883.0,1817.0,2371.0,511702,549664.0
2003,AK,Total Electric Power Industry,Natural Gas,2018808.0,8.0,5711.0,36853144,3354482.0
2003,AK,Total Electric Power Industry,Other Biomass,0.0,0.0,102.0,,5019.0
2003,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,0.0,4.0,,758.0
2003,AK,Total Electric Power Industry,Petroleum,723813.0,2546.0,7498.0,1554708,846274.0
2003,AL,Total Electric Power Industry,Total,81285455.0,453240.0,152310.0,,137487222.0
2003,AL,Total Electric Power Industry,Coal,74307940.0,425398.0,136070.0,35715018,76696391.0
2003,AL,Total Electric Power Industry,Natural Gas,6397127.0,28.0,7620.0,101290807,12243598.0
2003,AL,Total Electric Power Industry,Other Gases,0.0,23.0,308.0,2242,170368.0
2003,AL,Total Electric Power Industry,Other Biomass,0.0,65.0,70.0,,23975.0
2003,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0,26193.0,6829.0,,3648883.0
